influencer name,platform,followers,likes,comments,shares,impressions,clicks,conversions,campaign cost,revenue,content type,campaign date
MeeraBeauty.xo,YouTube,2606045.0,1581.0,5251.0,10456.0,5000000.0,52031.0,0.0,0.0,3353214.0,Short ,2025-05-03
VIKRAMTECH07 ,YouTube,1690000.0,47460.0,3369.0,0.0,7300000.0,27896.0,661.0,222470.0,0.0,Post,2025-05-03
SiddharthTravelFitness,YouTube,2311431.0,35943.0,3939.0,3789.0,1400000.0,26838.0,2402.0,0.0,672546.0,Video,2025-05-03
NehaFoodieInsta,YouTube,4137585.0,104058.0,1035.0,9870.0,0.0,35324.0,0.0,43176.0,2327427.0,reel,2025-05-03
TanyaDance ,Instagram,940000.0,26841.0,1231.0,6808.0,7765000.0,22568.0,2031.0,155500.0,0.0,Long Video,2025-06-03
PoojaLifestyle07,Tiktok,0.0,100397.0,1246.0,0.0,1433000.0,31938.0,1140.0,188873.0,768524.0,story+reel,2025-06-03
SnehaDance07,YouTube,1320000.0,81736.0,5580.0,11194.0,4766697.0,46493.0,705.0,336037.0,3138861.0,shorts,2025-12-03
MansiBeautyFitness,Instagram,2000000.0,0.0,2911.0,13196.0,0.0,47471.0,2141.0,0.0,3133760.0,story+reel,2025-12-03
MansiBeauty_official,Instagram,2596232.0,115049.0,0.0,13322.0,4799209.0,59166.0,0.0,0.0,2286073.0,Story+Reel,2025-12-03
MansiBeauty_official,Youtube,0.0,79389.0,0.0,8930.0,5987000.0,8769.0,2305.0,0.0,4370527.0,Carousell,2025-02-03
SaraTravelDiaries ,Tiktok,5152848.0,34228.0,6485.0,3856.0,0.0,43385.0,306.0,0.0,0.0,Stream Highlight ,2025-02-03
NehaFoodie,Youtube,1100000.0,0.0,3854.0,0.0,3950000.0,42139.0,2499.0,0.0,4190094.0,Stream Highlight,2025-01-05
PRIYAVIBESQUEEN ,Facebook,3533000.0,4395.0,0.0,0.0,0.0,0.0,2456.0,324249.0,0.0,shorts,2025-03-01
FitAnkit.xo,YouTube,881000.0,124223.0,570.0,0.0,0.0,10054.0,0.0,229510.0,0.0,story+reel,2025-03-10
ArjunVlogsQueen,TikTok,0.0,111155.0,3062.0,3212.0,0.0,59822.0,2714.0,338547.0,0.0,reel,2025-03-10
PriyaVibesQueen,Facebook,2353425.0,12198.0,388.0,10442.0,7989011.0,52794.0,0.0,82056.5,0.0,Story+Reel,2025-03-10
PriyaVibes07,Facebook,3460000.0,0.0,1050.0,6626.0,4606849.0,0.0,1933.0,133380.0,2172110.0,Reel ,2025-03-10
FitAnkit,YouTube,1382000.0,67242.0,0.0,10519.0,6041082.0,15722.0,0.0,82056.5,3517010.0,Post,2025-03-10
VikramTech.xo,YouTube,3390000.0,123478.0,5747.0,4041.0,0.0,12267.0,1661.0,82056.5,0.0,Story+Reel ,2025-03-10
KabirTech ,YouTube,364358.0,62031.0,0.0,15614.0,1941000.0,13942.0,706.0,170046.0,1163791.0,shorts,2025-03-11
NehaFoodie.xo,Linkedin,4868869.0,69032.0,0.0,4252.0,4273861.0,42212.0,2043.0,111827.0,4348606.0,Reel ,2025-03-11
ShaliniFashionInsta,Facebook,2805638.0,40525.0,5662.0,15454.0,0.0,24554.0,0.0,78117.0,911006.0,story+reel,2025-03-11
TanyaDance ,YouTube,2531000.0,56117.0,761.0,5888.0,700000.0,39036.0,2382.0,0.0,4007985.0,Story+Reel,2025-05-03
KaranFitnessDanceee,TikTok,2715831.0,2085.0,0.0,7278.0,6867482.0,43160.0,0.0,50834.0,2852213.0,Story+Reel,2025-05-03
MansiBeautyQueen,Instagram,1690610.0,119527.0,5868.0,0.0,2500000.0,36269.0,0.0,295868.0,0.0,0,2025-05-03
SiddharthTravel.xo,Instagram,4677000.0,75451.0,483.0,0.0,7900000.0,22849.0,2809.0,0.0,0.0,Carousell,2025-05-03
PoojaLifestyleFitness,YouTube,1993484.0,4381.0,4822.0,12716.0,6209000.0,4656.0,2427.0,43387.0,0.0,reel,2025-05-03
RituFood_official,Instagram,2762998.0,95073.0,2511.0,14310.0,0.0,20703.0,203.0,0.0,0.0,Reels+Post,2025-06-03
SARATRAVELDIARIESFITNESS ,Tiktok,214169.0,0.0,0.0,14143.0,7339000.0,0.0,626.0,184198.0,0.0,Short ,2025-03-03
SiddharthTravel07,YouTube,0.0,42681.0,0.0,18340.0,0.0,43029.0,1530.0,21070.0,0.0,Reel+Post,2025-03-01
ShaliniFashion,Instagram,340000.0,0.0,2157.0,9218.0,0.0,4834.0,564.0,0.0,4060524.0,Post,2025-01-11
RiyaMakeupQueen,Tiktok,68486.0,61624.0,1793.0,5379.0,2147003.0,48690.0,1449.0,82056.5,2197433.0,0,2025-01-11
MansiBeauty,YouTube,4548355.0,28794.0,113.0,16260.0,0.0,40846.0,739.0,315884.0,2584221.0,carousel ,2025-04-03
DeepakMotivationQueen,Linkedin,0.0,0.0,2173.0,11665.0,5347554.0,41071.0,1776.0,131131.0,187365.0,Reel ,2025-04-03
PriyaVibes.xo,Facebook,1004832.0,50633.0,2919.0,9381.0,4575000.0,55695.0,0.0,0.0,0.0,shorts,2025-04-03
TechBitArvindFitness,YouTube,3169476.0,39914.0,1843.0,0.0,0.0,3923.0,1552.0,82056.5,4357758.0,Carousell,2025-01-04
GamerVikram.xo,YouTube,3924000.0,56720.0,2788.0,3012.0,0.0,0.0,0.0,29947.0,0.0,Long Video,2025-01-04
MansiBeautyVlogs,YouTube,2783472.0,22864.0,4578.0,8208.0,1771034.0,13349.0,32.0,0.0,3609452.0,Reel ,2025-06-03
RiyaMakeupVlogs,Facebook,2320000.0,108934.0,4376.0,4298.0,4900000.0,50196.0,1034.0,73587.0,64682.0,Reels+Post,2025-06-03
PoojaLifestyle.xo,YouTube,4211334.0,88577.0,3238.0,8335.0,4400000.0,0.0,1370.0,0.0,863412.0,Story,2025-06-03
DEEPAKMOTIVATION.XO ,TikTok,0.0,74763.0,993.0,16354.0,2000000.0,59298.0,1830.0,40373.0,3647041.0,Post,2025-06-03
SiddharthTravel07,Facebook,4430000.0,109759.0,804.0,11004.0,0.0,45047.0,1751.0,229209.0,139605.0,Reel+Post,2025-02-03
KaranFitnessDanceee,Facebook,182147.0,8057.0,0.0,691.0,1487000.0,7027.0,2093.0,82056.5,3305295.0,shorts,2025-02-03
DEEPAKMOTIVATIONINSTA ,YouTube,2214000.0,0.0,3581.0,9713.0,1259933.0,16755.0,1853.0,0.0,0.0,Reel ,2025-03-09
SaraTravelDiariesInsta,Instagram,0.0,118087.0,2890.0,0.0,0.0,53592.0,78.0,300759.0,4122930.0,Live Stream,2025-05-03
RituFood,Tiktok,4221937.0,46283.0,0.0,8063.0,2285288.0,59608.0,1219.0,82056.5,3287424.0,Story+Reel,2025-07-03
RituFood ,Instagram,4693279.0,5745.0,0.0,6420.0,0.0,4122.0,1108.0,229582.0,0.0,0,2025-07-03
ShaliniFashion_official,Linkedin,5080974.0,61698.0,5317.0,6367.0,0.0,26445.0,1503.0,0.0,0.0,Post,2025-12-03
MansiBeautyVlogs,Instagram,4035672.0,0.0,3524.0,3542.0,8300000.000000001,47006.0,2169.0,82056.5,1116835.0,0,2025-12-03
RiyaMakeup_official,Tiktok,2420000.0,53772.0,364.0,0.0,2897261.0,35402.0,779.0,139567.0,3602713.0,long video,2025-11-03
SNEHADANCEDANCEEE ,Instagram,755000.0,118630.0,1226.0,0.0,2900000.0,0.0,733.0,0.0,2774833.0,Highlight,2025-11-03
GamerVikramVlogs,Tiktok,3330000.0,72200.0,775.0,13504.0,1721000.0,0.0,1693.0,40812.0,965951.0,Reels+Post,2025-11-03
KABIRTECHINSTA ,YouTube,960000.0,0.0,3275.0,16056.0,567987.0,45987.0,948.0,9543.0,0.0,shorts,2025-11-03
RiyaMakeup ,Facebook,3490000.0,58909.0,790.0,6682.0,1100000.0,37880.0,0.0,0.0,1609493.0,Reel ,2025-11-03
SaraTravelDiaries.xo,YouTube,19713.0,90467.0,5124.0,17538.0,4435646.0,24156.0,1331.0,275353.0,833279.0,Video,2025-11-03
TanyaDanceDanceee,TikTok,2517761.0,0.0,0.0,6364.0,3652000.0,32433.0,857.0,0.0,4284365.0,Highlight,2025-02-03
RahulGamerFitness,Instagram,2880000.0,69788.0,1755.0,4999.0,0.0,50915.0,287.0,113825.0,3679234.0,Video ,2025-02-03
DeepakMotivationQueen,Instagram,4020814.0,52517.0,1023.0,18074.0,0.0,25078.0,770.0,82056.5,1853210.0,reel ,2025-02-03
SnehaDanceFitness,Youtube,102790.0,73458.0,5789.0,7429.0,3593000.0,55564.0,1837.0,196753.0,788579.0,Reel ,2025-02-03
TechBitArvindVlogs,Instagram,4385946.0,75717.0,1075.0,9307.0,3300000.0,54295.0,0.0,82056.5,2767922.0,Reels+Post,2025-02-03
TanyaDanceFitness,Instagram,4380054.0,104709.0,0.0,11604.0,900000.0,7637.0,0.0,48759.0,2602297.0,Carousell,2025-05-03
SiddharthTravelInsta,Tiktok,2304000.0,99220.0,522.0,16511.0,0.0,24907.0,361.0,0.0,4392798.0,story+reel,2025-05-03
AnanyaVlogsVlogs,Linkedin,416756.0,0.0,3523.0,12639.0,3401630.0,0.0,2501.0,82056.5,0.0,Carousel,2025-03-03
PriyaVibes.xo,YouTube,4693093.0,77430.0,5530.0,4300.0,6800000.0,0.0,0.0,0.0,34188.0,Live Stream,2025-03-03
TechBitArvindInsta,TikTok,960000.0,104989.0,1346.0,632.0,5223625.0,61301.0,2620.0,339342.0,0.0,Reel+Post,2025-03-03
ShaliniFashion07,Tiktok,4140000.0,2784.0,3036.0,0.0,0.0,10436.0,0.0,0.0,0.0,shorts,2025-03-03
AnanyaVlogsQueen,Instagram,3784121.0,64277.0,4944.0,9472.0,2512217.0,15025.0,2131.0,27442.0,4416748.0,Reel ,2025-03-03
RituFoodVlogs,Tiktok,0.0,71598.0,0.0,17185.0,6854000.0,0.0,417.0,0.0,4492143.0,Short,2025-03-03
MEERABEAUTY07 ,Facebook,2230000.0,42552.0,5151.0,15102.0,5083000.0,39727.0,909.0,82056.5,2837930.0,Highlight,2025-03-03
PriyaVibesInsta,Youtube,0.0,24158.0,1327.0,9530.0,2533597.0,47162.0,2355.0,156404.0,0.0,long video,2025-08-03
SnehaDance ,YouTube,0.0,6557.0,5844.0,4408.0,8000000.0,23927.0,1039.0,139160.0,2716356.0,Reel ,2025-08-03
SnehaDanceQueen,YouTube,0.0,108161.0,273.0,11331.0,6800000.0,29514.0,2405.0,133938.0,4485267.0,story+reel,2025-08-03
AMITCRICKET.XO ,Instagram,0.0,82217.0,6464.0,10141.0,3065082.0,1948.0,2100.0,0.0,0.0,Carousell,2025-08-03
PoojaLifestyleVlogs,Facebook,4623000.0,44669.0,4190.0,3971.0,980939.0,55998.0,1214.0,0.0,0.0,Reel+Post,2025-08-03
AnanyaVlogsFitness,Tiktok,644519.0,88320.0,945.0,2547.0,5200000.0,15718.0,400.0,0.0,1885062.0,Stream Highlight,2025-03-08
GamerVikram.xo,YouTube,4269000.0,0.0,1886.0,16357.0,7859000.0,7897.0,1942.0,82056.5,0.0,Short ,2025-03-08
PoojaLifestyle07,Youtube,1792170.0,114106.0,1950.0,8501.0,0.0,0.0,1814.0,0.0,1450625.0,Carousel,2025-03-08
ArjunVlogs ,Instagram,1051582.0,24207.0,3661.0,6764.0,0.0,24272.0,0.0,82056.5,0.0,story+reel,2025-03-08
TanyaDanceDanceee,Instagram,2292398.0,25166.0,0.0,0.0,2924000.0,36716.0,2073.0,0.0,1971429.0,Highlight,2025-03-08
MeeraBeauty,Instagram,3067527.0,81710.0,2891.0,0.0,0.0,61317.0,1342.0,82056.5,2746013.0,Post,2025-03-08
DeepakMotivation.xo,Linkedin,1215815.0,0.0,0.0,17304.0,0.0,0.0,1535.0,82056.5,0.0,Video,2025-03-08
ROHANFITNESSDANCEEE ,Tiktok,0.0,99885.0,539.0,0.0,5300000.0,39695.0,1727.0,0.0,1743212.0,Post,2025-03-08
RohanFitness07,Instagram,2860000.0,0.0,1107.0,2282.0,0.0,0.0,0.0,82056.5,3006789.0,Post,2025-12-03
TechBitArvindInsta,Instagram,3931971.0,23181.0,2027.0,0.0,4500000.0,36736.0,170.0,169353.0,708635.0,Video,2025-07-03
TechBitArvind.xo,Instagram,99620.0,30463.0,2863.0,12876.0,3314582.0,9301.0,1878.0,343738.0,3017393.0,0,2025-07-03
SiddharthTravel.xo,Facebook,1742434.0,63799.0,6217.0,0.0,2800000.0,50329.0,728.0,288988.0,0.0,Long Video,2025-05-03
TechBitArvindVlogs,YouTube,2138000.0,102669.0,5410.0,17337.0,0.0,35419.0,260.0,82056.5,3359464.0,Highlight,2025-03-06
SaraTravelDiaries ,TikTok,3261726.0,14631.0,2804.0,15171.0,8070129.0,14302.0,1732.0,0.0,3863610.0,reel,2025-03-06
RituFoodVlogs,Instagram,0.0,0.0,262.0,13882.0,897000.0,21170.0,324.0,133947.0,1176738.0,Post,2025-03-06
TechBitArvindInsta,Youtube,2401000.0,64826.0,3768.0,6853.0,1500000.0,0.0,1971.0,48826.0,4486629.0,Highlight,2025-03-06
GamerVikram,YouTube,3851661.0,57318.0,5436.0,12918.0,6938000.0,60473.0,151.0,82056.5,0.0,Stories,2025-01-03
NehaFoodie.xo,Instagram,2085831.0,54434.0,6433.0,0.0,5047000.0,6165.0,992.0,82056.5,3071422.0,Stream Highlight,2025-01-03
MansiBeautyVlogs,YouTube,1590000.0,40946.0,331.0,7620.0,1598000.0,35497.0,1321.0,82056.5,0.0,reel,2025-06-03
RahulGamerFitness,TikTok,3468000.0,47053.0,0.0,0.0,3600000.0,45987.0,1096.0,345354.0,846479.0,long video,2025-01-05
NehaFoodieFitness,Tiktok,0.0,56975.0,0.0,3463.0,6733843.0,35102.0,2804.0,183720.0,1775375.0,Stories,2025-01-05
RajTravelDanceee,YouTube,4328598.0,32270.0,2699.0,6381.0,0.0,34241.0,783.0,26744.0,0.0,Long Video,2025-01-05
NehaFoodieDanceee,YouTube,2385199.0,0.0,6182.0,4370.0,0.0,40542.0,0.0,0.0,1475730.0,0,2025-01-05
NehaFoodie07,Facebook,2840201.0,0.0,1404.0,4684.0,0.0,11935.0,1128.0,0.0,49279.0,Live Stream,2025-01-05
MansiBeauty.xo,YouTube,4067486.0,0.0,2351.0,8500.0,2133000.0,54793.0,1634.0,240215.0,1264733.0,Post ,2025-01-05
RohanFitness ,Linkedin,1102413.0,0.0,1442.0,2940.0,0.0,28570.0,0.0,82056.5,0.0,Live Stream,2025-03-03
RituFoodVlogs,Instagram,1077465.0,0.0,0.0,11466.0,554000.0,24007.0,2448.0,167777.0,1355747.0,Story,2025-03-03
RahulGamerDanceee,YouTube,3161776.0,91342.0,2035.0,12530.0,5357838.0,16092.0,2444.0,204840.0,2774151.0,reel,2025-03-03
TanyaDance_official,Tiktok,1960000.0,0.0,3611.0,4667.0,0.0,54614.0,0.0,0.0,2230237.0,Live Stream,2025-03-03
MeeraBeauty_official,Facebook,4440000.0,57889.0,4440.0,1704.0,1300000.0,4051.0,1123.0,193181.0,4268933.0,long video,2025-03-03
VikramTech_official,Facebook,4054326.0,9759.0,2468.0,13232.0,1643615.0,56895.0,1189.0,276177.0,492272.0,Story+Reel,2025-03-03
PoojaLifestyleDanceee,Linkedin,0.0,103239.0,5298.0,7471.0,7016505.0,44411.0,1134.0,0.0,2524905.0,Reel ,2025-12-03
TanyaDanceInsta,Instagram,0.0,0.0,0.0,8605.0,0.0,18659.0,1007.0,82056.5,2585030.0,Live Stream,2025-12-03
KABIRTECHDANCEEE ,TikTok,140000.0,0.0,3429.0,6596.0,6334000.0,46464.0,1491.0,56087.0,419511.0,Reel  ,2025-12-03
SnehaDanceInsta,Tiktok,1130000.0,116529.0,979.0,0.0,864755.0,0.0,1283.0,267456.0,0.0,Reels+Post,2025-12-03
PoojaLifestyleFitness,Instagram,3014225.0,100243.0,5122.0,0.0,4600000.0,53407.0,1375.0,69534.0,751659.0,Live Stream,2025-01-12
RohanFitness,Linkedin,0.0,23180.0,5824.0,6213.0,2500000.0,7070.0,2813.0,180822.0,265463.0,Story,2025-01-12
GamerVikramInsta,Facebook,0.0,14085.0,0.0,0.0,5334159.0,28581.0,0.0,167892.0,982560.0,Carousel,2025-01-03
PriyaVibes07,Facebook,594000.0,30133.0,0.0,15135.0,3548000.0,57358.0,2598.0,76030.0,0.0,Carousel,2025-11-03
RIYAMAKEUPDANCEEE ,YouTube,3389570.0,9622.0,3701.0,571.0,900000.0,0.0,1920.0,285484.0,403499.0,Story ,2025-11-03
PriyaVibes07,Linkedin,0.0,51864.0,2070.0,11518.0,7796000.0,2428.0,1952.0,0.0,208250.0,story+reel,2025-11-03
ShaliniFashionFitness,Facebook,2250000.0,120836.0,0.0,15303.0,7189000.0,10680.0,943.0,271142.0,0.0,Stories,2025-11-03
PriyaVibesFitness,Facebook,4786000.0,109536.0,285.0,5988.0,7358327.0,48457.0,1206.0,60507.0,3207714.0,Stream Highlight,2025-11-03
RajTravelDanceee,YouTube,4620000.0,84889.0,5314.0,0.0,0.0,23082.0,0.0,0.0,0.0,Stream Highlight,2025-11-03
RahulGamerQueen,Youtube,3321510.0,17518.0,0.0,16787.0,0.0,37079.0,2591.0,146067.0,3764295.0,Post,2025-11-03
SaraTravelDiariesVlogs,Instagram,0.0,98846.0,3469.0,0.0,5800000.0,33256.0,18.0,82056.5,0.0,Short,2025-01-01
SaraTravelDiariesDanceee,YouTube,4951252.0,67894.0,2257.0,674.0,7400000.0,48366.0,0.0,82056.5,0.0,Reel ,2025-11-03
ShaliniFashion.xo,YouTube,1760422.0,2313.0,4229.0,0.0,5737449.0,18672.0,736.0,231343.0,0.0,Carousel,2025-08-03
MeeraBeautyVlogs,Instagram,2898756.0,34858.0,5168.0,5855.0,3300000.0,15595.0,2146.0,109167.0,0.0,Carousell,2025-08-03
RiyaMakeupVlogs,TikTok,4017747.0,0.0,1061.0,14617.0,0.0,49085.0,0.0,82056.5,2050615.0,long video,2025-08-03
NehaFoodie,Linkedin,3136283.0,31137.0,814.0,0.0,1100000.0,0.0,628.0,82056.5,0.0,Highlight,2025-08-03
ShaliniFashionDanceee,Facebook,1043000.0,18640.0,1181.0,17637.0,5526435.0,56059.0,1603.0,180372.0,0.0,Stories,2025-08-03
KaranFitness ,Linkedin,0.0,106425.0,0.0,0.0,3956000.0,16355.0,0.0,0.0,0.0,Carousel ,2025-08-03
RahulGamer,Instagram,0.0,0.0,0.0,6880.0,0.0,1472.0,1041.0,0.0,3664906.0,Highlight,2025-08-03
RituFood07,Instagram,1054477.0,121350.0,1838.0,0.0,6523000.0,10311.0,2259.0,189352.0,2990488.0,Reel ,2025-08-03
GamerVikram07,Instagram,0.0,36925.0,5605.0,2093.0,3900000.0,55313.0,1543.0,82056.5,3724396.0,long video,2025-09-03
FitAnkit,Linkedin,0.0,51545.0,5691.0,13967.0,7900000.0,61576.0,1747.0,82056.5,2044505.0,Highlight,2025-09-03
SnehaDanceFitness,Instagram,4613000.0,119213.0,2869.0,0.0,5776981.0,2047.0,1697.0,0.0,1911888.0,reel,2025-09-03
RohanFitnessInsta,Facebook,807175.0,48657.0,2313.0,3285.0,5800000.0,38801.0,2486.0,82056.5,0.0,Short,2025-09-03
SnehaDanceVlogs,Facebook,1843152.0,0.0,181.0,8905.0,0.0,24526.0,1715.0,82056.5,1544816.0,shorts,2025-09-03
AnanyaVlogs.xo,Linkedin,0.0,0.0,0.0,6257.0,0.0,36667.0,472.0,0.0,1275316.0,Reel  ,2025-07-03
RajTravelVlogs,Facebook,0.0,67092.0,1632.0,16785.0,0.0,29820.0,1527.0,55358.0,0.0,carousel ,2025-01-05
KaranFitness,YouTube,3121177.0,108792.0,0.0,6319.0,0.0,36298.0,2792.0,63266.0,0.0,Story+Reel,2025-01-05
ArjunVlogs ,YouTube,0.0,29714.0,5086.0,519.0,0.0,41432.0,125.0,230415.0,2380340.0,Highlight,2025-01-05
ShaliniFashionInsta,Instagram,1590000.0,34943.0,4567.0,9009.0,3900000.0,9427.0,595.0,82056.5,0.0,long video,2025-01-05
RITUFOOD_OFFICIAL ,Instagram,0.0,7910.0,3350.0,12226.0,7000000.0,0.0,1423.0,0.0,1971238.0,Reel ,2025-01-05
ShaliniFashion_official,YouTube,2440000.0,7949.0,0.0,6307.0,4719000.0,12462.0,672.0,276920.0,3850562.0,Story,2025-01-05
FitAnkitFitness,YouTube,2845000.0,0.0,3495.0,0.0,8034000.0,3169.0,946.0,171231.0,3960382.0,Stream Highlight,2025-01-05
KABIRTECHQUEEN ,Facebook,4467036.0,35059.0,4998.0,11023.0,1400000.0,0.0,2082.0,44424.0,3384592.0,Post ,2025-03-03
DeepakMotivationFitness,Linkedin,1420000.0,54840.0,2649.0,9708.0,8000000.0,8524.0,1788.0,0.0,967133.0,Stream Highlight,2025-03-03
MansiBeautyQueen,Tiktok,882000.0,0.0,183.0,3392.0,0.0,44879.0,779.0,0.0,815701.0,Video,2025-03-03
PriyaVibesVlogs,YouTube,2151737.0,0.0,3238.0,17662.0,5300000.0,24662.0,312.0,332720.0,0.0,Short,2025-01-03
RajTravel.xo,YouTube,480000.0,0.0,4390.0,14310.0,6895000.0,3630.0,2738.0,88956.0,2781477.0,Live Stream,2025-09-03
GamerVikram07,Youtube,340677.0,0.0,2654.0,13812.0,4327000.0,54562.0,0.0,82056.5,4040784.0,Story,2025-09-03
FitAnkitFitness,Linkedin,4972044.0,51385.0,2490.0,6217.0,3300000.0,3817.0,672.0,15628.0,43451.0,Reel ,2025-05-03
ShaliniFashionDanceee,TikTok,4040000.0,51248.0,1905.0,0.0,0.0,60384.0,0.0,346870.0,308580.0,Stream Highlight ,2025-05-03
AmitCricket ,YouTube,0.0,1989.0,3107.0,9980.0,2700000.0,9509.0,0.0,282036.0,0.0,Live Stream,2025-11-03
FitAnkitQueen,YouTube,1330000.0,0.0,5810.0,15906.0,7200000.0,40324.0,626.0,0.0,2064377.0,carousel ,2025-09-03
VikramTechQueen,YouTube,0.0,15272.0,0.0,0.0,1200000.0,49529.0,2680.0,33878.0,0.0,Post,2025-04-03
ArjunVlogs07,Linkedin,0.0,39517.0,5718.0,8613.0,7200000.0,47537.0,2253.0,0.0,0.0,Carousel,2025-04-03
MeeraBeauty_official,Facebook,0.0,117423.0,757.0,1800.0,4137745.0,29239.0,1912.0,82056.5,3181915.0,Long Video,2025-04-03
RohanFitness07,YouTube,2970000.0,79713.0,6290.0,0.0,0.0,4525.0,437.0,82056.5,1037310.0,Reel ,2025-04-03
PoojaLifestyleQueen,Facebook,1888000.0,124080.0,4042.0,12620.0,904000.0,0.0,0.0,82056.5,3937177.0,Stream Highlight,2025-04-03
GamerVikram_official,Instagram,4028061.0,123278.0,3753.0,2025.0,6004000.0,51926.0,165.0,0.0,3309094.0,Carousell,2025-04-03
SHALINIFASHION  ,Facebook,0.0,51983.0,399.0,9864.0,4765000.0,60725.0,0.0,82056.5,0.0,Short,2025-04-03
ArjunVlogs07,Facebook,4177000.0,0.0,5252.0,673.0,6463949.0,7920.0,591.0,277774.0,2012436.0,Long Video,2025-01-03
MansiBeauty,Tiktok,320000.0,19162.0,1570.0,4513.0,1873000.0,32422.0,1284.0,0.0,2417310.0,Story+Reel,2025-04-03
TanyaDanceInsta,Facebook,4110000.0000000005,19846.0,752.0,0.0,4700000.0,0.0,1882.0,0.0,445907.0,Reels+Post,2025-04-03
GamerVikramInsta,Instagram,4190000.0000000005,95793.0,2484.0,14928.0,0.0,15835.0,58.0,0.0,2024921.0,Live Stream,2025-04-03
RahulGamerDanceee,Youtube,0.0,12470.0,5218.0,0.0,4289000.0,6514.0,2832.0,346164.0,3133917.0,shorts,2025-04-03
RituFood,Linkedin,3919700.0,103993.0,0.0,9308.0,0.0,60195.0,281.0,82056.5,0.0,shorts,2025-04-03
FitAnkit.xo,YouTube,1749776.0,87321.0,3900.0,15612.0,0.0,38250.0,2165.0,82056.5,2833658.0,Post,2025-05-03
ShaliniFashionInsta,Linkedin,4453861.0,100405.0,5117.0,12872.0,1100000.0,8127.0,448.0,0.0,594798.0,Reels+Post,2025-05-03
AmitCricketInsta,Instagram,0.0,15681.0,4148.0,12463.0,2800000.0,39397.0,0.0,330057.0,3890039.0,NaN ,2025-08-03
RiyaMakeup_official,Instagram,1010000.0,54634.0,6021.0,11474.0,600000.0,46534.0,2092.0,82056.5,391316.0,shorts,2025-12-03
FitAnkit ,YouTube,2100000.0,13284.0,2526.0,1255.0,5904000.0,33807.0,2068.0,107111.0,0.0,Post,2025-12-03
AnanyaVlogs_official,Tiktok,4221775.0,94878.0,0.0,11366.0,0.0,62000.0,1458.0,109405.0,0.0,Reels+Post,2025-04-03
KabirTechVlogs,YouTube,627000.0,0.0,3695.0,11216.0,0.0,34986.0,2714.0,82056.5,2867073.0,Story+Reel,2025-04-03
AmitCricket07,Linkedin,5103036.0,0.0,0.0,0.0,2800000.0,20666.0,1649.0,161194.0,548707.0,Reels+Post,2025-05-03
AnanyaVlogsInsta,Facebook,400174.0,87549.0,0.0,17073.0,0.0,6365.0,644.0,82056.5,0.0,Reel+Post,2025-03-08
DeepakMotivationFitness,TikTok,4490000.0,15853.0,1606.0,4835.0,711000.0,55423.0,738.0,32625.0,0.0,Story ,2025-03-08
AnanyaVlogsDanceee,TikTok,0.0,0.0,3023.0,0.0,5394528.0,36313.0,0.0,330004.0,1643917.0,reel,2025-03-08
ShaliniFashion.xo,Facebook,174396.0,108394.0,1298.0,14038.0,1838048.0,22189.0,120.0,329161.0,334812.0,Reel ,2025-01-01
RiyaMakeupDanceee,Youtube,2110000.0,78308.0,0.0,11591.0,7080886.0,0.0,1514.0,0.0,4071707.0,Short,2025-01-01
RajTravelQueen,TikTok,0.0,12044.0,5762.0,11193.0,3846000.0,17813.0,2826.0,82056.5,0.0,Reels+Post,2025-01-01
KabirTech ,Youtube,408632.0,0.0,2024.0,11347.0,3299366.0,38472.0,0.0,172386.0,1950533.0,Live Stream,2025-01-01
AnanyaVlogsInsta,TikTok,0.0,61605.0,0.0,0.0,5712389.0,0.0,1643.0,0.0,2028268.0,Story+Reel,2025-01-01
RituFoodVlogs,Instagram,0.0,0.0,3111.0,10243.0,1611914.0,30107.0,2193.0,308771.0,0.0,Carousell,2025-03-09
KaranFitnessVlogs,YouTube,0.0,43985.0,2480.0,6777.0,1001042.0,23549.0,1495.0,82056.5,1955903.0,Carousel,2025-03-05
SaraTravelDiariesQueen,Facebook,1440000.0,67130.0,5041.0,2117.0,5582000.0,56166.0,1543.0,0.0,3661191.0,0,2025-03-05
PRIYAVIBESFITNESS ,YouTube,0.0,0.0,4266.0,11615.0,0.0,0.0,0.0,122213.0,1741804.0,Reel+Post ,2025-03-05
SnehaDance07,Linkedin,1824231.0,0.0,0.0,8136.0,3622144.0,17712.0,0.0,82056.5,153915.0,Story+Reel,2025-09-03
RAHULGAMERINSTA ,TikTok,0.0,0.0,0.0,0.0,7025313.0,0.0,0.0,0.0,2636053.0,Reels+Post ,2025-11-03
PoojaLifestyle.xo,YouTube,0.0,24096.0,3706.0,0.0,3044822.0,52874.0,2715.0,0.0,0.0,Video,2025-11-03
RajTravel,Facebook,2771000.0,23053.0,0.0,13406.0,1200000.0,12635.0,1558.0,82056.5,0.0,carousel ,2025-11-03
SiddharthTravelVlogs,Linkedin,83130.0,0.0,0.0,17649.0,5093298.0,32933.0,1688.0,0.0,4069121.0,Story,2025-11-03
TechBitArvind ,Instagram,0.0,0.0,4787.0,16347.0,4627172.0,55933.0,1359.0,243430.0,3309273.0,Short,2025-11-03
AmitCricket_official,YouTube,300000.0,30991.0,5274.0,2721.0,0.0,18042.0,0.0,307011.0,1080296.0,Story+Reel,2025-01-08
