INFLUENCER NAME,PLATFORM,FOLLOWERS,LIKES,COMMENTS,SHARES,IMPRESSIONS,CLICKS,CONVERSIONS,CAMPAIGN COST,REVENUE,CONTENT TYPE,CAMPAIGN DATE,ENGAGEMENT_RATE,ROI,CONVERSION_RATE,INFLUENCER_SCORE,INFLUENCER_TYPE
PriyaVibesQueen,Facebook,2353425.0,12198.0,388.0,10442.0,7989011.0,52794.0,0.0,82056.5,0.0,Story+Reel,2025-03-10,1258600.4436937654,-100.0,0.0,503380.1774775062,0
PriyaVibes07,Facebook,3460000.0,0.0,1050.0,6626.0,4606849.0,0.0,1933.0,133380.0,2172110.0,Reel ,2025-03-10,105000.19150289016,217210900.0,inf,130368540.07660116,1
FitAnkit,YouTube,1382000.0,67242.0,0.0,10519.0,6041082.0,15722.0,0.0,82056.5,3517010.0,Post,2025-03-10,6724200.761143271,351700900.0,0.0,213710220.3044573,1
VikramTech.xo,YouTube,3390000.0,123478.0,5747.0,4041.0,0.0,12267.0,1661.0,82056.5,0.0,Story+Reel ,2025-03-10,12922500.11920354,-100.0,13.540392924105324,5168940.047681416,0
KabirTech ,YouTube,364358.0,62031.0,0.0,15614.0,1941000.0,13942.0,706.0,170046.0,1163791.0,shorts,2025-03-11,6203104.285345731,116379000.0,5.06383589155071,72308641.7141383,1
NehaFoodie.xo,Linkedin,4868869.0,69032.0,0.0,4252.0,4273861.0,42212.0,2043.0,111827.0,4348606.0,Reel ,2025-03-11,6903200.087330343,434860500.0,4.839855965128399,263677580.0349321,1
ShaliniFashionInsta,Facebook,2805638.0,40525.0,5662.0,15454.0,0.0,24554.0,0.0,78117.0,911006.0,story+reel,2025-03-11,4618700.550819457,91100500.0,0.0,56507780.22032778,1
KaranFitnessDanceee,TikTok,2715831.0,2085.0,0.0,7278.0,6867482.0,43160.0,0.0,50834.0,2852213.0,Story+Reel,2025-05-03,208500.26798427443,285221200.0,0.0,171216120.1071937,1
MansiBeautyQueen,Instagram,1690610.0,119527.0,5868.0,0.0,2500000.0,36269.0,0.0,295868.0,0.0,0,2025-05-03,12539500.0,-100.0,0.0,5015740.0,0
PoojaLifestyleFitness,YouTube,1993484.0,4381.0,4822.0,12716.0,6209000.0,4656.0,2427.0,43387.0,0.0,reel,2025-05-03,920300.6378782073,-100.0,52.126288659793815,368060.2551512829,0
SARATRAVELDIARIESFITNESS ,Tiktok,214169.0,0.0,0.0,14143.0,7339000.0,0.0,626.0,184198.0,0.0,Short ,2025-03-03,6.603663462032321,-100.0,inf,-57.35853461518707,0
SiddharthTravel07,YouTube,0.0,42681.0,0.0,18340.0,0.0,43029.0,1530.0,21070.0,0.0,Reel+Post,2025-03-01,inf,-100.0,3.555741476678519,inf,0
RiyaMakeupQueen,Tiktok,68486.0,61624.0,1793.0,5379.0,2147003.0,48690.0,1449.0,82056.5,2197433.0,0,2025-01-11,6341707.854159975,219743200.0,2.975970425138632,134382603.141664,1
MansiBeauty,YouTube,4548355.0,28794.0,113.0,16260.0,0.0,40846.0,739.0,315884.0,2584221.0,carousel ,2025-04-03,2890700.3574918844,258422000.0,1.809234686383,156209480.14299676,1
DeepakMotivationQueen,Linkedin,0.0,0.0,2173.0,11665.0,5347554.0,41071.0,1776.0,131131.0,187365.0,Reel ,2025-04-03,inf,18736400.0,4.324219035329064,inf,1
TechBitArvindFitness,YouTube,3169476.0,39914.0,1843.0,0.0,0.0,3923.0,1552.0,82056.5,4357758.0,Carousell,2025-01-04,4175700.0,435775700.0,39.56156003058883,263135700.0,1
RiyaMakeupVlogs,Facebook,2320000.0,108934.0,4376.0,4298.0,4900000.0,50196.0,1034.0,73587.0,64682.0,Reels+Post,2025-06-03,11331000.18525862,6468100.0,2.0599250936329585,8413260.074103449,1
DEEPAKMOTIVATION.XO ,TikTok,0.0,74763.0,993.0,16354.0,2000000.0,59298.0,1830.0,40373.0,3647041.0,Post,2025-06-03,inf,364704000.0,3.0861074572498226,inf,1
SiddharthTravel07,Facebook,4430000.0,109759.0,804.0,11004.0,0.0,45047.0,1751.0,229209.0,139605.0,Reel+Post,2025-02-03,11056300.24839729,13960400.0,3.887051301973495,12798760.099358916,1
KaranFitnessDanceee,Facebook,182147.0,8057.0,0.0,691.0,1487000.0,7027.0,2093.0,82056.5,3305295.0,shorts,2025-02-03,805700.3793639203,330529400.0,29.785114558132918,198639920.1517456,1
RituFood,Tiktok,4221937.0,46283.0,0.0,8063.0,2285288.0,59608.0,1219.0,82056.5,3287424.0,Story+Reel,2025-07-03,4628300.190978691,328742300.0,2.045027513085492,199096700.0763915,1
RituFood ,Instagram,4693279.0,5745.0,0.0,6420.0,0.0,4122.0,1108.0,229582.0,0.0,0,2025-07-03,574500.1367913564,-100.0,26.88015526443474,229740.05471654257,0
MansiBeautyVlogs,Instagram,4035672.0,0.0,3524.0,3542.0,8300000.000000001,47006.0,2169.0,82056.5,1116835.0,0,2025-12-03,352400.0877672913,111683400.0,4.614304556865081,67151000.03510691,1
RiyaMakeup_official,Tiktok,2420000.0,53772.0,364.0,0.0,2897261.0,35402.0,779.0,139567.0,3602713.0,long video,2025-11-03,5413600.0,360271200.0,2.200440653070448,218328160.0,1
GamerVikramVlogs,Tiktok,3330000.0,72200.0,775.0,13504.0,1721000.0,0.0,1693.0,40812.0,965951.0,Reels+Post,2025-11-03,7297500.405525525,96595000.0,inf,60876000.16221021,1
KABIRTECHINSTA ,YouTube,960000.0,0.0,3275.0,16056.0,567987.0,45987.0,948.0,9543.0,0.0,shorts,2025-11-03,327501.6725,-100.0,2.0614521495205165,130940.669,0
SaraTravelDiaries.xo,YouTube,19713.0,90467.0,5124.0,17538.0,4435646.0,24156.0,1331.0,275353.0,833279.0,Video,2025-11-03,9559188.96667174,83327800.0,5.510018214936248,53820355.5866687,1
RahulGamerFitness,Instagram,2880000.0,69788.0,1755.0,4999.0,0.0,50915.0,287.0,113825.0,3679234.0,Video ,2025-02-03,7154300.1735763885,367923300.0,0.5636845723264264,223615700.06943056,1
DeepakMotivationQueen,Instagram,4020814.0,52517.0,1023.0,18074.0,0.0,25078.0,770.0,82056.5,1853210.0,reel ,2025-02-03,5354000.449510969,185320900.0,3.070420288699258,113334140.17980438,1
SnehaDanceFitness,Youtube,102790.0,73458.0,5789.0,7429.0,3593000.0,55564.0,1837.0,196753.0,788579.0,Reel ,2025-02-03,7924707.227356747,78857800.0,3.306097473184076,50484562.8909427,1
TechBitArvindVlogs,Instagram,4385946.0,75717.0,1075.0,9307.0,3300000.0,54295.0,0.0,82056.5,2767922.0,Reels+Post,2025-02-03,7679200.212200516,276792100.0,0.0,169146940.0848802,1
TanyaDanceFitness,Instagram,4380054.0,104709.0,0.0,11604.0,900000.0,7637.0,0.0,48759.0,2602297.0,Carousell,2025-05-03,10470900.26492824,260229600.0,0.0,160326120.1059713,1
AnanyaVlogsVlogs,Linkedin,416756.0,0.0,3523.0,12639.0,3401630.0,0.0,2501.0,82056.5,0.0,Carousel,2025-03-03,352303.032709787,-100.0,inf,140861.2130839148,0
TechBitArvindInsta,TikTok,960000.0,104989.0,1346.0,632.0,5223625.0,61301.0,2620.0,339342.0,0.0,Reel+Post,2025-03-03,10633500.065833334,-100.0,4.273992267662844,4253340.026333334,0
AnanyaVlogsQueen,Instagram,3784121.0,64277.0,4944.0,9472.0,2512217.0,15025.0,2131.0,27442.0,4416748.0,Reel ,2025-03-03,6922100.250309121,441674700.0,14.183028286189684,267773660.10012364,1
MEERABEAUTY07 ,Facebook,2230000.0,42552.0,5151.0,15102.0,5083000.0,39727.0,909.0,82056.5,2837930.0,Highlight,2025-03-03,4770300.677219731,283792900.0,2.288116394391724,172183860.27088788,1
PriyaVibesInsta,Youtube,0.0,24158.0,1327.0,9530.0,2533597.0,47162.0,2355.0,156404.0,0.0,long video,2025-08-03,inf,-100.0,4.993426911496544,inf,0
SnehaDance ,YouTube,0.0,6557.0,5844.0,4408.0,8000000.0,23927.0,1039.0,139160.0,2716356.0,Reel ,2025-08-03,inf,271635500.0,4.342374723116145,inf,1
SnehaDanceQueen,YouTube,0.0,108161.0,273.0,11331.0,6800000.0,29514.0,2405.0,133938.0,4485267.0,story+reel,2025-08-03,inf,448526600.0,8.148675204987464,inf,1
GamerVikram.xo,YouTube,4269000.0,0.0,1886.0,16357.0,7859000.0,7897.0,1942.0,82056.5,0.0,Short ,2025-03-08,188600.38315764815,-100.0,24.59161706977333,75380.15326305927,0
ArjunVlogs ,Instagram,1051582.0,24207.0,3661.0,6764.0,0.0,24272.0,0.0,82056.5,0.0,story+reel,2025-03-08,2786800.643221356,-100.0,0.0,1114660.2572885423,0
MeeraBeauty,Instagram,3067527.0,81710.0,2891.0,0.0,0.0,61317.0,1342.0,82056.5,2746013.0,Post,2025-03-08,8460100.0,274601200.0,2.188626318965377,168144760.0,1
DeepakMotivation.xo,Linkedin,1215815.0,0.0,0.0,17304.0,0.0,0.0,1535.0,82056.5,0.0,Video,2025-03-08,1.4232428453342,-100.0,inf,-59.43070286186632,0
TechBitArvindInsta,Instagram,3931971.0,23181.0,2027.0,0.0,4500000.0,36736.0,170.0,169353.0,708635.0,Video,2025-07-03,2520800.0,70863400.0,0.4627613240418118,43526360.0,1
TechBitArvind.xo,Instagram,99620.0,30463.0,2863.0,12876.0,3314582.0,9301.0,1878.0,343738.0,3017393.0,0,2025-07-03,3332612.925115438,301739200.0,20.191377271261157,182376565.17004615,1
SiddharthTravel.xo,Facebook,1742434.0,63799.0,6217.0,0.0,2800000.0,50329.0,728.0,288988.0,0.0,Long Video,2025-05-03,7001600.0,-100.0,1.4464821474696496,2800580.0,0
TechBitArvindVlogs,YouTube,2138000.0,102669.0,5410.0,17337.0,0.0,35419.0,260.0,82056.5,3359464.0,Highlight,2025-03-06,10807900.810898036,335946300.0,0.734069284847116,205890940.3243592,1
RituFoodVlogs,Instagram,0.0,0.0,262.0,13882.0,897000.0,21170.0,324.0,133947.0,1176738.0,Post,2025-03-06,inf,117673700.0,1.5304676428908834,inf,1
TechBitArvindInsta,Youtube,2401000.0,64826.0,3768.0,6853.0,1500000.0,0.0,1971.0,48826.0,4486629.0,Highlight,2025-03-06,6859400.2854227405,448662800.0,inf,271941440.1141691,1
GamerVikram,YouTube,3851661.0,57318.0,5436.0,12918.0,6938000.0,60473.0,151.0,82056.5,0.0,Stories,2025-01-03,6275400.335387771,-100.0,0.2496982124253799,2510100.1341551086,0
NehaFoodie.xo,Instagram,2085831.0,54434.0,6433.0,0.0,5047000.0,6165.0,992.0,82056.5,3071422.0,Stream Highlight,2025-01-03,6086700.0,307142100.0,16.090835360908354,186719940.0,1
MansiBeautyVlogs,YouTube,1590000.0,40946.0,331.0,7620.0,1598000.0,35497.0,1321.0,82056.5,0.0,reel,2025-06-03,4127700.479245283,-100.0,3.721441248556216,1651020.1916981137,0
RahulGamerFitness,TikTok,3468000.0,47053.0,0.0,0.0,3600000.0,45987.0,1096.0,345354.0,846479.0,long video,2025-01-05,4705300.0,84647800.0,2.3832822319351123,52670800.0,1
NehaFoodieFitness,Tiktok,0.0,56975.0,0.0,3463.0,6733843.0,35102.0,2804.0,183720.0,1775375.0,Stories,2025-01-05,inf,177537400.0,7.988148823428864,inf,1
RajTravelDanceee,YouTube,4328598.0,32270.0,2699.0,6381.0,0.0,34241.0,783.0,26744.0,0.0,Long Video,2025-01-05,3496900.1474149367,-100.0,2.2867322800151864,1398700.0589659747,0
MansiBeauty.xo,YouTube,4067486.0,0.0,2351.0,8500.0,2133000.0,54793.0,1634.0,240215.0,1264733.0,Post ,2025-01-05,235100.20897429023,126473200.0,2.9821327541839286,75977960.08358972,1
RohanFitness ,Linkedin,1102413.0,0.0,1442.0,2940.0,0.0,28570.0,0.0,82056.5,0.0,Live Stream,2025-03-03,144200.2666877114,-100.0,0.0,57620.10667508456,0
RituFoodVlogs,Instagram,1077465.0,0.0,0.0,11466.0,554000.0,24007.0,2448.0,167777.0,1355747.0,Story,2025-03-03,1.0641644972226476,135574600.0,10.197025867455324,81344760.4256658,1
RahulGamerDanceee,YouTube,3161776.0,91342.0,2035.0,12530.0,5357838.0,16092.0,2444.0,204840.0,2774151.0,reel,2025-03-03,9337700.39629626,277415000.0,15.18767089236888,170184080.1585185,1
MeeraBeauty_official,Facebook,4440000.0,57889.0,4440.0,1704.0,1300000.0,4051.0,1123.0,193181.0,4268933.0,long video,2025-03-03,6232900.038378378,426893200.0,27.721550234509994,258629080.01535136,1
VikramTech_official,Facebook,4054326.0,9759.0,2468.0,13232.0,1643615.0,56895.0,1189.0,276177.0,492272.0,Story+Reel,2025-03-03,1222700.3263674406,49227100.0,2.0898145707004128,30025340.130546976,1
TanyaDanceInsta,Instagram,0.0,0.0,0.0,8605.0,0.0,18659.0,1007.0,82056.5,2585030.0,Live Stream,2025-12-03,inf,258502900.0,5.396859424406452,inf,1
KABIRTECHDANCEEE ,TikTok,140000.0,0.0,3429.0,6596.0,6334000.0,46464.0,1491.0,56087.0,419511.0,Reel  ,2025-12-03,342904.71142857143,41951000.0,3.2089359504132235,25307761.88457143,1
SnehaDanceInsta,Tiktok,1130000.0,116529.0,979.0,0.0,864755.0,0.0,1283.0,267456.0,0.0,Reels+Post,2025-12-03,11750800.0,-100.0,inf,4700260.0,0
PoojaLifestyleFitness,Instagram,3014225.0,100243.0,5122.0,0.0,4600000.0,53407.0,1375.0,69534.0,751659.0,Live Stream,2025-01-12,10536500.0,75165800.0,2.5745688767390043,49314080.0,1
RohanFitness,Linkedin,0.0,23180.0,5824.0,6213.0,2500000.0,7070.0,2813.0,180822.0,265463.0,Story,2025-01-12,inf,26546200.0,39.78783592644979,inf,1
PriyaVibes07,Facebook,594000.0,30133.0,0.0,15135.0,3548000.0,57358.0,2598.0,76030.0,0.0,Carousel,2025-11-03,3013302.547979798,-100.0,4.529446633425154,1205261.0191919194,0
RIYAMAKEUPDANCEEE ,YouTube,3389570.0,9622.0,3701.0,571.0,900000.0,0.0,1920.0,285484.0,403499.0,Story ,2025-11-03,1332300.0168457946,40349800.0,inf,24742800.00673832,1
ShaliniFashionFitness,Facebook,2250000.0,120836.0,0.0,15303.0,7189000.0,10680.0,943.0,271142.0,0.0,Stories,2025-11-03,12083600.680133332,-100.0,8.829588014981274,4833380.272053334,0
PriyaVibesFitness,Facebook,4786000.0,109536.0,285.0,5988.0,7358327.0,48457.0,1206.0,60507.0,3207714.0,Stream Highlight,2025-11-03,10982100.125114918,320771300.0,2.488804507088759,196855620.050046,1
RahulGamerQueen,Youtube,3321510.0,17518.0,0.0,16787.0,0.0,37079.0,2591.0,146067.0,3764295.0,Post,2025-11-03,1751800.505402663,376429400.0,6.9877828420399695,226558360.20216107,1
SaraTravelDiariesDanceee,YouTube,4951252.0,67894.0,2257.0,674.0,7400000.0,48366.0,0.0,82056.5,0.0,Reel ,2025-11-03,7015100.013612718,-100.0,0.0,2805980.005445088,0
ShaliniFashion.xo,YouTube,1760422.0,2313.0,4229.0,0.0,5737449.0,18672.0,736.0,231343.0,0.0,Carousel,2025-08-03,654200.0,-100.0,3.941730934018852,261620.0,0
MeeraBeautyVlogs,Instagram,2898756.0,34858.0,5168.0,5855.0,3300000.0,15595.0,2146.0,109167.0,0.0,Carousell,2025-08-03,4002600.2019831953,-100.0,13.760820775889709,1600980.0807932783,0
RiyaMakeupVlogs,TikTok,4017747.0,0.0,1061.0,14617.0,0.0,49085.0,0.0,82056.5,2050615.0,long video,2025-08-03,106100.36381086217,205061400.0,0.0,123079280.14552434,1
NehaFoodie,Linkedin,3136283.0,31137.0,814.0,0.0,1100000.0,0.0,628.0,82056.5,0.0,Highlight,2025-08-03,3195100.0,-100.0,inf,1277980.0,0
ShaliniFashionDanceee,Facebook,1043000.0,18640.0,1181.0,17637.0,5526435.0,56059.0,1603.0,180372.0,0.0,Stories,2025-08-03,1982101.690987536,-100.0,2.859487325853119,792780.6763950145,0
RituFood07,Instagram,1054477.0,121350.0,1838.0,0.0,6523000.0,10311.0,2259.0,189352.0,2990488.0,Reel ,2025-08-03,12318800.0,299048700.0,21.908641256910094,184356740.0,1
GamerVikram07,Instagram,0.0,36925.0,5605.0,2093.0,3900000.0,55313.0,1543.0,82056.5,3724396.0,long video,2025-09-03,inf,372439500.0,2.789579303237937,inf,1
FitAnkit,Linkedin,0.0,51545.0,5691.0,13967.0,7900000.0,61576.0,1747.0,82056.5,2044505.0,Highlight,2025-09-03,inf,204450400.0,2.8371443419514097,inf,1
RohanFitnessInsta,Facebook,807175.0,48657.0,2313.0,3285.0,5800000.0,38801.0,2486.0,82056.5,0.0,Short,2025-09-03,5097000.406974943,-100.0,6.40705136465555,2038740.1627899772,0
SnehaDanceVlogs,Facebook,1843152.0,0.0,181.0,8905.0,0.0,24526.0,1715.0,82056.5,1544816.0,shorts,2025-09-03,18100.483139751905,154481500.0,6.992579303596183,92696140.1932559,1
RajTravelVlogs,Facebook,0.0,67092.0,1632.0,16785.0,0.0,29820.0,1527.0,55358.0,0.0,carousel ,2025-01-05,inf,-100.0,5.120724346076458,inf,0
KaranFitness,YouTube,3121177.0,108792.0,0.0,6319.0,0.0,36298.0,2792.0,63266.0,0.0,Story+Reel,2025-01-05,10879200.202455675,-100.0,7.691883850349882,4351620.080982271,0
ArjunVlogs ,YouTube,0.0,29714.0,5086.0,519.0,0.0,41432.0,125.0,230415.0,2380340.0,Highlight,2025-01-05,inf,238033900.0,0.3016991697238849,inf,1
ShaliniFashionInsta,Instagram,1590000.0,34943.0,4567.0,9009.0,3900000.0,9427.0,595.0,82056.5,0.0,long video,2025-01-05,3951000.5666037737,-100.0,6.311658003606661,1580340.2266415097,0
ShaliniFashion_official,YouTube,2440000.0,7949.0,0.0,6307.0,4719000.0,12462.0,672.0,276920.0,3850562.0,Story,2025-01-05,794900.2584836065,385056100.0,5.392392874337988,231351620.10339344,1
FitAnkitFitness,YouTube,2845000.0,0.0,3495.0,0.0,8034000.0,3169.0,946.0,171231.0,3960382.0,Stream Highlight,2025-01-05,349500.0,396038100.0,29.851688229725465,237762660.0,1
KABIRTECHQUEEN ,Facebook,4467036.0,35059.0,4998.0,11023.0,1400000.0,0.0,2082.0,44424.0,3384592.0,Post ,2025-03-03,4005700.2467631786,338459100.0,inf,204677740.0987053,1
PriyaVibesVlogs,YouTube,2151737.0,0.0,3238.0,17662.0,5300000.0,24662.0,312.0,332720.0,0.0,Short,2025-01-03,323800.82082522166,-100.0,1.2651042089043874,129460.32833008868,0
RajTravel.xo,YouTube,480000.0,0.0,4390.0,14310.0,6895000.0,3630.0,2738.0,88956.0,2781477.0,Live Stream,2025-09-03,439002.98125,278147600.0,75.42699724517907,167064161.1925,1
GamerVikram07,Youtube,340677.0,0.0,2654.0,13812.0,4327000.0,54562.0,0.0,82056.5,4040784.0,Story,2025-09-03,265404.05428015394,404078300.0,0.0,242553141.6217121,1
FitAnkitFitness,Linkedin,4972044.0,51385.0,2490.0,6217.0,3300000.0,3817.0,672.0,15628.0,43451.0,Reel ,2025-05-03,5387500.125039118,4345000.0,17.60544930573749,4762000.050015647,1
ShaliniFashionDanceee,TikTok,4040000.0,51248.0,1905.0,0.0,0.0,60384.0,0.0,346870.0,308580.0,Stream Highlight ,2025-05-03,5315300.0,30857900.0,0.0,20640860.0,1
AmitCricket ,YouTube,0.0,1989.0,3107.0,9980.0,2700000.0,9509.0,0.0,282036.0,0.0,Live Stream,2025-11-03,inf,-100.0,0.0,inf,0
MeeraBeauty_official,Facebook,0.0,117423.0,757.0,1800.0,4137745.0,29239.0,1912.0,82056.5,3181915.0,Long Video,2025-04-03,inf,318191400.0,6.539211327336776,inf,1
RohanFitness07,YouTube,2970000.0,79713.0,6290.0,0.0,0.0,4525.0,437.0,82056.5,1037310.0,Reel ,2025-04-03,8600300.0,103730900.0,9.657458563535911,65678660.0,1
SHALINIFASHION  ,Facebook,0.0,51983.0,399.0,9864.0,4765000.0,60725.0,0.0,82056.5,0.0,Short,2025-04-03,inf,-100.0,0.0,inf,0
ArjunVlogs07,Facebook,4177000.0,0.0,5252.0,673.0,6463949.0,7920.0,591.0,277774.0,2012436.0,Long Video,2025-01-03,525200.0161120421,201243500.0,7.462121212121212,120956180.0064448,1
RituFood,Linkedin,3919700.0,103993.0,0.0,9308.0,0.0,60195.0,281.0,82056.5,0.0,shorts,2025-04-03,10399300.237467151,-100.0,0.4668161807459091,4159660.0949868616,0
FitAnkit.xo,YouTube,1749776.0,87321.0,3900.0,15612.0,0.0,38250.0,2165.0,82056.5,2833658.0,Post,2025-05-03,9122100.89222849,283365700.0,5.660130718954248,173668260.3568914,1
AmitCricketInsta,Instagram,0.0,15681.0,4148.0,12463.0,2800000.0,39397.0,0.0,330057.0,3890039.0,NaN ,2025-08-03,inf,389003800.0,0.0,inf,1
RiyaMakeup_official,Instagram,1010000.0,54634.0,6021.0,11474.0,600000.0,46534.0,2092.0,82056.5,391316.0,shorts,2025-12-03,6065501.136039604,39131500.0,4.49563759831521,25905100.454415843,1
FitAnkit ,YouTube,2100000.0,13284.0,2526.0,1255.0,5904000.0,33807.0,2068.0,107111.0,0.0,Post,2025-12-03,1581000.0597619049,-100.0,6.117076345135622,632340.023904762,0
AnanyaVlogs_official,Tiktok,4221775.0,94878.0,0.0,11366.0,0.0,62000.0,1458.0,109405.0,0.0,Reels+Post,2025-04-03,9487800.269223254,-100.0,2.3516129032258064,3795060.107689302,0
KabirTechVlogs,YouTube,627000.0,0.0,3695.0,11216.0,0.0,34986.0,2714.0,82056.5,2867073.0,Story+Reel,2025-04-03,369501.7888357257,286707200.0,7.757388669753616,172172120.7155343,1
AmitCricket07,Linkedin,5103036.0,0.0,0.0,0.0,2800000.0,20666.0,1649.0,161194.0,548707.0,Reels+Post,2025-05-03,0.0,54870600.0,7.979289654504984,32922360.0,1
AnanyaVlogsInsta,Facebook,400174.0,87549.0,0.0,17073.0,0.0,6365.0,644.0,82056.5,0.0,Reel+Post,2025-03-08,8754904.26639412,-100.0,10.11783189316575,3501901.7065576483,0
DeepakMotivationFitness,TikTok,4490000.0,15853.0,1606.0,4835.0,711000.0,55423.0,738.0,32625.0,0.0,Story ,2025-03-08,1745900.1076837415,-100.0,1.3315771430633492,698300.0430734967,0
ShaliniFashion.xo,Facebook,174396.0,108394.0,1298.0,14038.0,1838048.0,22189.0,120.0,329161.0,334812.0,Reel ,2025-01-01,10969208.049496548,33481100.0,0.5408085087205372,24476343.21979862,1
RajTravelQueen,TikTok,0.0,12044.0,5762.0,11193.0,3846000.0,17813.0,2826.0,82056.5,0.0,Reels+Post,2025-01-01,inf,-100.0,15.864817829674957,inf,0
KabirTech ,Youtube,408632.0,0.0,2024.0,11347.0,3299366.0,38472.0,0.0,172386.0,1950533.0,Live Stream,2025-01-01,202402.7768260929,195053200.0,0.0,117112881.11073044,1
RituFoodVlogs,Instagram,0.0,0.0,3111.0,10243.0,1611914.0,30107.0,2193.0,308771.0,0.0,Carousell,2025-03-09,inf,-100.0,7.284020327498589,inf,0
KaranFitnessVlogs,YouTube,0.0,43985.0,2480.0,6777.0,1001042.0,23549.0,1495.0,82056.5,1955903.0,Carousel,2025-03-05,inf,195590200.0,6.348464902968279,inf,1
SnehaDance07,Linkedin,1824231.0,0.0,0.0,8136.0,3622144.0,17712.0,0.0,82056.5,153915.0,Story+Reel,2025-09-03,0.4459961485140862,15391400.0,0.0,9234840.17839846,1
RajTravel,Facebook,2771000.0,23053.0,0.0,13406.0,1200000.0,12635.0,1558.0,82056.5,0.0,carousel ,2025-11-03,2305300.483796464,-100.0,12.330827067669173,922060.1935185854,0
TechBitArvind ,Instagram,0.0,0.0,4787.0,16347.0,4627172.0,55933.0,1359.0,243430.0,3309273.0,Short,2025-11-03,inf,330927200.0,2.429692668013516,inf,1
AmitCricket_official,YouTube,300000.0,30991.0,5274.0,2721.0,0.0,18042.0,0.0,307011.0,1080296.0,Story+Reel,2025-01-08,3626500.907,108029500.0,0.0,66268300.3628,1
KaranFitness.xo,YouTube,340000.0,98677.0,3687.0,0.0,4300000.0,5135.0,1877.0,69990.0,0.0,Video,2025-12-03,10236400.0,-100.0,36.55306718597858,4094500.0,0
FitAnkit.xo,TikTok,1185000.0,119036.0,3598.0,14381.0,5380000.0,0.0,2187.0,334284.0,603501.0,shorts,2025-08-03,12263401.213586498,60350000.0,inf,41115360.4854346,1
ArjunVlogs.xo,Linkedin,3270000.0,122739.0,5793.0,4592.0,914000.0,53691.0,2668.0,243819.0,0.0,Carousel,2025-03-02,12853200.140428131,-100.0,4.969175467024269,5141220.056171253,0
TechBitArvindInsta,Instagram,2401553.0,0.0,3309.0,10059.0,7100000.0,9405.0,2748.0,161552.0,1809375.0,Carousel,2025-01-03,330900.4188539666,180937400.0,29.218500797448165,108694800.1675416,1
TANYADANCEVLOGS ,Instagram,240000.0,114588.0,1995.0,0.0,0.0,3615.0,986.0,82056.5,4258354.0,Stream Highlight,2025-04-03,11658300.0,425835300.0,27.27524204702628,260164500.0,1
ShaliniFashionFitness,Tiktok,1480000.0,0.0,87.0,11503.0,0.0,55419.0,2721.0,302485.0,1024472.0,Story+Reel,2025-04-03,8700.777229729729,102447100.0,4.909868456666486,61471740.31089189,1
TanyaDance ,YouTube,3576808.0,62030.0,3326.0,13832.0,0.0,60133.0,1384.0,21445.0,0.0,NaN ,2025-04-03,6535600.386713517,-100.0,2.301564864550247,2614180.154685407,0
RAHULGAMER ,YouTube,0.0,71403.0,5090.0,8267.0,5100000.0,36258.0,1665.0,342077.0,2178812.0,Story,2025-04-03,inf,217881100.0,4.592090021512494,inf,1
DEEPAKMOTIVATIONVLOGS ,Tiktok,0.0,77044.0,5918.0,2793.0,0.0,51195.0,0.0,74964.0,0.0,Stories,2025-04-03,inf,-100.0,0.0,inf,0
MeeraBeautyVlogs,Instagram,0.0,68963.0,4976.0,8599.0,4635000.0,58157.0,2569.0,84871.0,3938757.0,shorts,2025-04-03,inf,393875600.0,4.417353027150644,inf,1
RituFoodQueen,Linkedin,5000000.0,9762.0,1477.0,10244.0,0.0,5551.0,757.0,340823.0,434509.0,Story+Reel,2025-04-03,1123900.20488,43450800.0,13.637182489641503,26520040.081952,1
ShaliniFashionQueen,Tiktok,490000.0,0.0,0.0,698.0,647000.0,40869.0,893.0,82056.5,3523201.0,Reel+Post ,2025-07-03,0.1424489795918367,352320000.0,2.1850302185030217,211392000.0569796,1
TechBitArvind_official,TikTok,0.0,5434.0,4719.0,3142.0,0.0,38410.0,0.0,82056.5,1885233.0,Reel ,2025-07-03,inf,188523200.0,0.0,inf,1
SiddharthTravel,Facebook,1033910.0,64549.0,1696.0,1055.0,0.0,60801.0,1255.0,82056.5,2044735.0,long video,2025-01-11,6624500.10203983,204473400.0,2.064110787651519,125333840.04081592,1
SnehaDanceDanceee,Instagram,790229.0,7663.0,1688.0,17858.0,4918222.0,57245.0,627.0,82056.5,1393116.0,carousel ,2025-01-03,935102.2598512584,139311500.0,1.0952921652546073,83960940.9039405,1
RohanFitness,Facebook,0.0,93884.0,5895.0,7920.0,5400000.0,42186.0,0.0,215693.0,0.0,story+reel,2025-03-01,inf,-100.0,0.0,inf,0
RAJTRAVEL ,TikTok,2628348.0,1585.0,3059.0,7363.0,0.0,38638.0,0.0,82056.5,0.0,0,2025-03-01,464400.2801379422,-100.0,0.0,185700.11205517687,0
AnanyaVlogsVlogs,Instagram,0.0,0.0,3652.0,2921.0,4219341.0,40863.0,1484.0,48976.0,1958388.0,Stream Highlight,2025-12-03,inf,195838700.0,3.631647211413749,inf,1
RiyaMakeupInsta,Linkedin,4967046.0,36055.0,5877.0,16131.0,6222974.0,9774.0,1762.0,82056.5,290592.0,Long Video,2025-09-03,4193200.324760432,29059100.0,18.02741968487825,19112740.129904173,1
