influencer_name,platform,followers,engagement_rate,likes,comments,campaign_cost,roi,predicted_roi
RohanFitnessDanceee,Instagram,697263.0,586400.0,0.0,5864.0,160146.0,365499100.0,365499100.0
RahulGamerInsta,Instagram,2120000.0,3605300.270613208,32670.0,3383.0,223096.0,265261200.0,265261200.0
ShaliniFashion_official,Instagram,4015000.0,2302500.374894147,21956.0,1069.0,24503.0,-100.0,-100.0
MeeraBeautyFitness,Instagram,1304447.0,5346800.623482594,53468.0,0.0,281831.0,32094800.0,32094800.0
SHALINIFASHION_OFFICIAL ,Facebook,4359624.0,0.1824928021315599,0.0,0.0,82056.5,-100.0,-100.0
MeeraBeautyInsta,Instagram,1280000.0,12774900.0,123083.0,4666.0,245449.0,356951800.0,356951800.0
RahulGamer_official,Linkedin,104000.0,12037200.0,120372.0,0.0,168699.0,205759200.0,205759200.0
GamerVikramVlogs,Youtube,3258157.0,1236100.246090044,12361.0,0.0,289794.0,120520200.0,120520200.0
AmitCricket_official,Linkedin,1640000.0,10530800.0,102002.0,3306.0,82056.5,262409400.0,262409400.0
KabirTech,Instagram,3140283.0,6533700.455404815,65337.0,0.0,232885.0,19446900.0,19446900.0
AmitCricketFitness,Facebook,330000.0,3255602.738787879,27242.0,5314.0,135616.0,57856200.0,57856200.0
FitAnkit07,Facebook,2770000.0,488700.5479061372,0.0,4887.0,44421.0,47104200.0,47104200.0
PriyaVibes07,Facebook,468157.0,3942700.0,36645.0,2782.0,275034.0,23826400.0,23826400.0
AmitCricket.xo,Tiktok,1490000.0,14100.703758389262,0.0,141.0,39308.0,421871300.0,421871300.0
MansiBeautyDanceee,Facebook,4540000.0,9195600.203193834,91811.0,145.0,82056.5,431299300.0,431299300.0
ShaliniFashion_official,Instagram,1170000.0,3042300.26008547,30423.0,0.0,82056.5,282520500.0,282520500.0
PoojaLifestyleDanceee,Instagram,180000.0,10533300.893888889,98957.0,6376.0,82056.5,-100.0,-100.0
AmitCricketFitness,Facebook,0.0,inf,0.0,5670.0,280182.0,248312900.0,248312900.0
RAJTRAVELDANCEEE ,YouTube,309990.0,0.952933965611794,0.0,0.0,32803.0,437670700.0,437670700.0
SiddharthTravelFitness,Instagram,217000.0,9687101.03548387,94376.0,2495.0,300411.0,105803700.0,105803700.0
PriyaVibes.xo,Youtube,1955781.0,9271400.437625686,87450.0,5264.0,82056.5,-100.0,-100.0
VikramTech_official,Facebook,66121.0,370416.3185674748,0.0,3704.0,82056.5,300817200.0,300817200.0
AmitCricket07,Instagram,2785716.0,6444600.0,64446.0,0.0,82056.5,92564900.0,92564900.0
PriyaVibes,Tiktok,5143647.0,9499600.356653556,89153.0,5843.0,82368.0,202289400.0,202289400.0
PoojaLifestyle ,Instagram,3725795.0,10071400.15355112,97616.0,3098.0,313532.0,422595100.0,422595100.0
KaranFitnessInsta,YouTube,2450000.0,2573900.01522449,23583.0,2156.0,103609.0,-100.0,-100.0
SiddharthTravel ,Instagram,407693.0,584002.7609009721,0.0,5840.0,151096.0,-100.0,-100.0
RohanFitness ,Tiktok,3409000.0,3902000.121120564,33293.0,5727.0,213326.0,300497600.0,300497600.0
RiyaMakeupQueen,Linkedin,2963775.0,11110200.23439701,110527.0,575.0,229814.0,376095800.0,376095800.0
AmitCricketFitness,TikTok,2123310.0,5864000.348606657,58640.0,0.0,82056.5,354146400.0,354146400.0
TanyaDance,Instagram,4904000.0,9702000.070493476,94732.0,2288.0,337374.0,-100.0,-100.0
RajTravelInsta,YouTube,247000.0,8302004.329554656,77688.0,5332.0,82056.5,345110700.0,345110700.0
KaranFitnessVlogs,Facebook,2920000.0,6935400.413904109,63404.0,5950.0,11354.0,-100.0,-100.0
PoojaLifestyleFitness,YouTube,4020234.0,4397800.105789862,40681.0,3297.0,82056.5,273982800.0,273982800.0
DeepakMotivation,YouTube,836000.0,7148300.0,70437.0,1046.0,185070.0,311726200.0,311726200.0
RahulGamerFitness,Facebook,2290000.0,8627400.47720524,82903.0,3371.0,230824.0,351798900.0,351798900.0
PriyaVibes ,Youtube,3621000.0,599900.0,0.0,5999.0,230742.0,249204600.0,249204600.0
KaranFitnessQueen,YouTube,4571813.0,312300.23281792144,2920.0,203.0,304184.0,400173700.0,400173700.0
KARANFITNESS.XO ,YouTube,3810000.0,827900.1329396325,5466.0,2813.0,192112.0,-100.0,-100.0
SiddharthTravel_official,Instagram,4039506.0,8198200.121623782,75577.0,6405.0,82056.5,-100.0,-100.0
SiddharthTravelDanceee,Facebook,934426.0,1961000.0,19610.0,0.0,82056.5,244614200.0,244614200.0
RiyaMakeup ,Instagram,2580000.0,6380300.0,63803.0,0.0,82056.5,3199000.0,3199000.0
RahulGamer_official,YouTube,3021505.0,3297000.2111199554,31093.0,1877.0,274030.0,106258500.0,106258500.0
GAMERVIKRAMVLOGS ,YouTube,163000.0,10570508.796932517,104837.0,868.0,65731.0,275532800.0,275532800.0
DeepakMotivationFitness,YouTube,258009.0,311600.0,0.0,3116.0,345798.0,-100.0,-100.0
AnanyaVlogs,YouTube,0.0,inf,77613.0,3850.0,100671.0,-100.0,-100.0
AmitCricketQueen,Youtube,127110.0,7.064747069467391,0.0,0.0,82056.5,322881400.0,322881400.0
GamerVikram_official,Tiktok,4728000.0,13082600.0,124831.0,5995.0,37377.0,-100.0,-100.0
TechBitArvind.xo,Youtube,0.0,inf,105590.0,4861.0,148446.0,273399500.0,273399500.0
VIKRAMTECHFITNESS ,Linkedin,576000.0,10473802.998611111,102361.0,2377.0,349657.0,-100.0,-100.0
RajTravelInsta,Linkedin,4090000.0,2265400.343471883,16225.0,6429.0,296553.0,200482400.0,200482400.0
RiyaMakeup.xo,YouTube,1880000.0,9637200.789521275,95326.0,1046.0,82056.5,-100.0,-100.0
TanyaDance07,Tiktok,3815000.0,9558000.254049804,89095.0,6485.0,182312.0,2917200.0,2917200.0
DeepakMotivationDanceee,Facebook,3934590.0,6844100.0,63266.0,5175.0,317033.0,194911000.0,194911000.0
RiyaMakeup07,Instagram,492369.0,4285800.121047426,42507.0,351.0,294812.0,-100.0,-100.0
GamerVikramVlogs,YouTube,3077890.0,3742700.514670765,37427.0,0.0,82056.5,-100.0,-100.0
AnanyaVlogsDanceee,Tiktok,0.0,inf,29497.0,0.0,9854.0,400762200.0,400762200.0
FitAnkit07,Instagram,2970000.0,417100.0,0.0,4171.0,324501.0,-100.0,-100.0
ArjunVlogsFitness,Youtube,2823172.0,3344200.32945212,33345.0,97.0,99998.0,187054800.0,187054800.0
GamerVikram,Instagram,3400000.0,1624100.2627352942,14771.0,1470.0,307993.0,410133100.0,410133100.0
ArjunVlogsInsta,TikTok,2605063.0,3655300.5909645935,34268.0,2285.0,176642.0,249373400.0,249373400.0
TanyaDance ,Facebook,3479000.0,1551800.5170738718,13462.0,2056.0,157242.0,-100.0,-100.0
RohanFitness07,Instagram,2976265.0,4724700.0,43333.0,3914.0,55654.0,202396600.0,202396600.0
KaranFitness.xo,YouTube,4964771.0,10193600.169756068,98546.0,3390.0,82056.5,277510700.0,277510700.0
PoojaLifestyleFitness,Tiktok,4360000.0,4750300.320298165,46404.0,1099.0,50330.0,392615800.0,392615800.0
SaraTravelDiaries_official,Facebook,3389783.0,8063000.112131072,78323.0,2307.0,191349.0,55233300.0,55233300.0
GamerVikramVlogs,Facebook,99000.0,342216.34747474745,0.0,3422.0,258081.0,-100.0,-100.0
SaraTravelDiariesDanceee,YouTube,3141000.0,11194100.34584527,106679.0,5262.0,225645.0,-100.0,-100.0
RahulGamer,Instagram,2579200.0,4803300.7033188585,43866.0,4167.0,260093.0,188794000.0,188794000.0
KabirTechInsta,Facebook,4800000.0,7588200.155145833,73743.0,2139.0,237497.0,433943700.0,433943700.0
RahulGamer ,YouTube,0.0,inf,35487.0,0.0,82056.5,-100.0,-100.0
ArjunVlogsFitness,Instagram,496342.0,12251600.525242675,118968.0,3548.0,82056.5,130218300.0,130218300.0
SaraTravelDiaries,TikTok,3160000.0,556200.1901265823,0.0,5562.0,15353.0,114715700.0,114715700.0
GamerVikram_official,Instagram,2670000.0,2743000.091573033,23617.0,3813.0,82056.5,41587400.0,41587400.0
SiddharthTravel07,Linkedin,430000.0,10421403.520930232,99811.0,4403.0,208918.0,-100.0,-100.0
SiddharthTravelDanceee,Facebook,48000.0,2548900.0,20196.0,5293.0,213390.0,-100.0,-100.0
RAJTRAVEL_OFFICIAL ,Facebook,2603176.0,196200.30263032543,0.0,1962.0,162065.0,21126900.0,21126900.0
PRIYAVIBESVLOGS ,YouTube,2066665.0,538100.6570973041,1667.0,3714.0,82056.5,-100.0,-100.0
AnanyaVlogsDanceee,TikTok,1238000.0,0.9890145395799678,0.0,0.0,52749.0,159960900.0,159960900.0
ArjunVlogs,Linkedin,1514308.0,2549700.6218682067,23388.0,2109.0,303021.0,-100.0,-100.0
KabirTech,Tiktok,3720000.0,10136100.190591397,99570.0,1791.0,82056.5,190916800.0,190916800.0
PoojaLifestyleVlogs,YouTube,0.0,inf,74568.0,950.0,82056.5,30517500.0,30517500.0
KaranFitness07,Facebook,580000.0,598200.0,0.0,5982.0,82056.5,229268800.0,229268800.0
MEERABEAUTYFITNESS ,Instagram,0.0,inf,77048.0,6147.0,129764.0,-100.0,-100.0
DeepakMotivation_official,YouTube,2588000.0,6334300.213330757,62935.0,408.0,187191.0,-100.0,-100.0
DeepakMotivation,Tiktok,3351000.0,772100.5364070426,3481.0,4240.0,82056.5,161167800.0,161167800.0
SnehaDance.xo,Instagram,0.0,inf,57954.0,0.0,82056.5,76325700.0,76325700.0
PoojaLifestyleDanceee,Facebook,652000.0,3404301.069171779,27670.0,6373.0,82056.5,390610200.0,390610200.0
MeeraBeauty_official,Tiktok,1295457.0,12010900.0,113834.0,6275.0,82056.5,72793100.0,72793100.0
SHALINIFASHIONINSTA ,Instagram,5181724.0,10764300.009533506,105186.0,2457.0,108753.0,276339600.0,276339600.0
DeepakMotivationFitness,Instagram,879763.0,8114300.0,78903.0,2240.0,83670.0,-100.0,-100.0
SnehaDance.xo,Facebook,4520000.0,9002400.131438052,84826.0,5198.0,203661.0,64883000.0,64883000.0
RajTravelDanceee,YouTube,1169737.0,12063600.244670384,115824.0,4812.0,82056.5,375555200.0,375555200.0
SaraTravelDiariesInsta,Instagram,4458095.0,5533600.031156806,51466.0,3870.0,160567.0,-100.0,-100.0
SnehaDance07,Tiktok,4960890.0,8183700.364652311,81673.0,164.0,194564.0,-100.0,-100.0
KaranFitnessVlogs,Linkedin,3760000.0,0.0831914893617021,0.0,0.0,194042.0,127516200.0,127516200.0
FitAnkitDanceee,Youtube,2255000.0,1890400.056141907,14447.0,4457.0,82056.5,-100.0,-100.0
SiddharthTravelVlogs,YouTube,2225322.0,7870700.291059001,76562.0,2145.0,82056.5,6072500.0,6072500.0
ShaliniFashion ,Youtube,1203696.0,438701.19398918,4387.0,0.0,307308.0,-100.0,-100.0
MansiBeautyFitness,Instagram,3940000.0,8461000.250355331,84610.0,0.0,197920.0,196429200.0,196429200.0
MansiBeautyQueen,Instagram,3434642.0,11546100.432272123,115461.0,0.0,12867.0,-100.0,-100.0
PoojaLifestyle07,Youtube,2040000.0,8204800.0,82048.0,0.0,82056.5,-100.0,-100.0
RahulGamerDanceee,Instagram,1362959.0,10140200.854978029,99758.0,1644.0,13172.0,243863900.0,243863900.0
MansiBeautyQueen,Instagram,2082500.0,11628300.495606244,114644.0,1639.0,82056.5,62308200.0,62308200.0
AnanyaVlogs07,Tiktok,4811000.0,4701000.0,42760.0,4250.0,82056.5,-100.0,-100.0
FitAnkitDanceee,Linkedin,0.0,inf,74480.0,4029.0,148914.0,269765800.0,269765800.0
PriyaVibes_official,YouTube,1720000.0,488400.0,0.0,4884.0,82056.5,65952700.0,65952700.0
RajTravelInsta,YouTube,3112482.0,11436100.52462954,111350.0,3011.0,19077.0,-100.0,-100.0
TanyaDanceQueen,Linkedin,1277556.0,5732300.336345335,52483.0,4840.0,95228.0,327316400.0,327316400.0
KabirTechVlogs,Facebook,4310297.0,1630200.0870241656,11621.0,4681.0,44775.0,16629300.0,16629300.0
KaranFitnessInsta,YouTube,4057694.0,12537700.0,122320.0,3057.0,112218.0,-100.0,-100.0
RajTravel ,Linkedin,3757896.0,8597600.431544673,85976.0,0.0,82056.5,300380800.0,300380800.0
AnanyaVlogs.xo,Instagram,0.0,inf,0.0,0.0,82056.5,36326300.0,36326300.0
ArjunVlogsVlogs,Instagram,1049254.0,2976200.549723899,29185.0,577.0,226154.0,301277200.0,301277200.0
SaraTravelDiariesQueen,Instagram,1332000.0,9583101.322822822,91113.0,4718.0,248436.0,118852600.0,118852600.0
NehaFoodieInsta,Facebook,2280320.0,0.5109370614650576,0.0,0.0,18308.0,322467500.0,322467500.0
RajTravel,Tiktok,3577000.0,3571600.3840089464,30702.0,5014.0,192765.0,-100.0,-100.0
AmitCricket ,Instagram,5182320.0,12360200.214035414,122468.0,1134.0,82056.5,-100.0,-100.0
PoojaLifestyleVlogs,Youtube,0.0,inf,52770.0,4136.0,329441.0,269818100.0,269818100.0
NehaFoodieInsta,TikTok,2089941.0,501800.0,0.0,5018.0,82056.5,436379300.0,436379300.0
MansiBeauty ,Tiktok,1295258.0,6619400.346494676,59821.0,6373.0,51459.0,208393300.0,208393300.0
TechBitArvind ,Instagram,4840000.0,6100600.299752066,56833.0,4173.0,325962.0,164307000.0,164307000.0
TanyaDance,YouTube,1801546.0,294600.4518896548,0.0,2946.0,108783.0,-100.0,-100.0
RahulGamer07,YouTube,3750170.0,300100.3099059509,3001.0,0.0,141360.0,-100.0,-100.0
RohanFitnessQueen,YouTube,0.0,inf,9961.0,4259.0,179279.0,19534500.0,19534500.0
DeepakMotivationInsta,YouTube,1041142.0,2482300.2021818347,24823.0,0.0,49813.0,397211200.0,397211200.0
KaranFitnessQueen,Linkedin,0.0,inf,47873.0,1482.0,82056.5,-100.0,-100.0
SnehaDance.xo,Facebook,1760000.0,11691300.0,111619.0,5294.0,276416.0,-100.0,-100.0
PoojaLifestyle.xo,TikTok,299758.0,722502.4169496727,1800.0,5425.0,200604.0,55425300.0,55425300.0
TanyaDance,Linkedin,900000.0,11120600.79588889,111206.0,0.0,82056.5,-100.0,-100.0
SiddharthTravelInsta,Instagram,4088561.0,2752700.36311064,26083.0,1444.0,82056.5,337883200.0,337883200.0
VikramTechInsta,Instagram,4497940.0,648200.0,0.0,6482.0,110859.0,109621100.0,109621100.0
RahulGamer.xo,YouTube,2798919.0,5438000.628028178,48950.0,5430.0,249316.0,183770800.0,183770800.0
MansiBeauty,Instagram,0.0,inf,55083.0,5357.0,191382.0,153431100.0,153431100.0
AnanyaVlogsQueen,Linkedin,1425716.0,10332800.624107469,98611.0,4717.0,82056.5,-100.0,-100.0
ARJUNVLOGSINSTA ,Tiktok,0.0,inf,49366.0,0.0,182134.0,-100.0,-100.0
TechBitArvindQueen,Instagram,420000.0,5991502.661904762,58025.0,1890.0,116142.0,320652600.0,320652600.0
AmitCricket07,YouTube,2900775.0,173600.0,0.0,1736.0,89095.0,-100.0,-100.0
RahulGamer,YouTube,4270000.0,10856100.277213115,106067.0,2494.0,218974.0,290406300.0,290406300.0
FitAnkitVlogs,Facebook,5060956.0,11047200.0,105788.0,4684.0,209475.0,-100.0,-100.0
SnehaDanceFitness,Tiktok,609505.0,2400101.479725351,21938.0,2063.0,45729.0,-100.0,-100.0
KaranFitness07,Instagram,3000000.0,11609000.529133333,114104.0,1986.0,49789.0,-100.0,-100.0
RajTravel07,Facebook,5090000.0,6219800.045363458,58847.0,3351.0,224850.0,231451800.0,231451800.0
ShaliniFashionDanceee,Youtube,2893535.0,11574900.515770502,112051.0,3698.0,39135.0,352787600.0,352787600.0
AmitCricket_official,TikTok,4019000.0,9924700.300597165,93337.0,5910.0,242347.0,-100.0,-100.0
KabirTechInsta,Linkedin,0.0,inf,89013.0,0.0,82056.5,266642400.0,266642400.0
RahulGamerInsta,Linkedin,2608000.0,6068800.238305215,54799.0,5889.0,209633.0,183821600.0,183821600.0
GamerVikramInsta,YouTube,2489000.0,1534000.59276818,11052.0,4288.0,255201.0,125952600.0,125952600.0
SHALINIFASHIONQUEEN ,Facebook,5129552.0,10846500.290044822,103884.0,4581.0,187924.0,-100.0,-100.0
RiyaMakeupDanceee,Instagram,0.0,inf,0.0,631.0,82056.5,-100.0,-100.0
TechBitArvindInsta,YouTube,0.0,inf,29262.0,1902.0,68463.0,-100.0,-100.0
AmitCricketInsta,Instagram,4990000.0,3866500.153006012,38665.0,0.0,82056.5,103606300.0,103606300.0
PoojaLifestyle.xo,YouTube,4674628.0,5571900.167029333,55417.0,302.0,82056.5,29041700.0,29041700.0
RajTravel,Instagram,1091000.0,245500.25967002747,0.0,2455.0,181892.0,420741200.0,420741200.0
PoojaLifestyleInsta,Facebook,0.0,inf,89086.0,3971.0,175696.0,120828100.0,120828100.0
RajTravelVlogs,Facebook,4745159.0,12423300.337185752,120685.0,3548.0,82056.5,295575500.0,295575500.0
TanyaDanceInsta,Facebook,2403000.0,7467700.7391177695,71665.0,3012.0,178950.0,313860700.0,313860700.0
SaraTravelDiaries.xo,TikTok,4920000.0,0.0,0.0,0.0,227996.0,290465900.0,290465900.0
RAHULGAMERDANCEEE ,Instagram,3781831.0,4148400.0,39404.0,2080.0,239245.0,-100.0,-100.0
DeepakMotivationQueen,Instagram,0.0,inf,120723.0,0.0,104221.0,98222400.0,98222400.0
PoojaLifestyleVlogs,Facebook,1315972.0,8251300.0,80330.0,2183.0,159884.0,69287700.0,69287700.0
KaranFitnessFitness,YouTube,4790000.0,12565000.181565763,119293.0,6357.0,210558.0,269166300.0,269166300.0
DeepakMotivationInsta,YouTube,745327.0,3518702.1275225505,29502.0,5685.0,228736.0,215537700.0,215537700.0
FitAnkit_official,Instagram,0.0,inf,21298.0,3507.0,93694.0,114599500.0,114599500.0
PriyaVibes ,Facebook,0.0,inf,94977.0,549.0,82056.5,253784200.0,253784200.0
TanyaDanceDanceee,Facebook,0.0,inf,105052.0,5133.0,210833.0,80463600.0,80463600.0
KaranFitnessDanceee,Instagram,2181688.0,1847300.762666339,18473.0,0.0,62262.0,405845800.0,405845800.0
MansiBeautyVlogs,Facebook,172000.0,10551802.570348836,100716.0,4802.0,79639.0,122650200.0,122650200.0
PriyaVibesVlogs,Facebook,1318000.0,11845300.023292867,115529.0,2924.0,316554.0,141479800.0,141479800.0
RohanFitness,Linkedin,2700000.0,241300.66259259265,0.0,2413.0,329597.0,-100.0,-100.0
RiyaMakeupVlogs,Tiktok,1981788.0,10561800.876783997,99970.0,5648.0,189066.0,343791300.0,343791300.0
SnehaDanceInsta,Tiktok,4935678.0,1223700.079178585,8778.0,3459.0,82056.5,-100.0,-100.0
FitAnkit,Instagram,2466000.0,1936600.5390510948,16422.0,2944.0,134398.0,-100.0,-100.0
RAHULGAMER  ,Youtube,960000.0,7180800.446041666,68993.0,2815.0,242722.0,316562700.0,316562700.0
SiddharthTravel_official,YouTube,2324094.0,7424100.747947372,74241.0,0.0,82056.5,-100.0,-100.0
RAJTRAVEL ,Facebook,0.0,inf,86140.0,3759.0,82056.5,78989000.0,78989000.0
RahulGamerDanceee,YouTube,0.0,inf,52619.0,0.0,247000.0,184206700.0,184206700.0
MeeraBeauty,Tiktok,0.0,inf,60228.0,0.0,82056.5,-100.0,-100.0
KaranFitness ,Facebook,230000.0,11745300.0,117453.0,0.0,73975.0,445797800.0,445797800.0
SiddharthTravel_official,TikTok,3570000.0,5924100.272661064,57481.0,1760.0,330234.0,393252800.0,393252800.0
RajTravel_official,YouTube,0.0,inf,32756.0,4043.0,81745.0,407655400.0,407655400.0
VikramTechFitness,Facebook,1468834.0,12074101.037013032,117590.0,3151.0,64377.0,287923000.0,287923000.0
VikramTech.xo,Facebook,4373945.0,6156600.118817223,60051.0,1515.0,82056.5,41311200.0,41311200.0
ARJUNVLOGS_OFFICIAL ,Facebook,920000.0,6280400.0,61962.0,842.0,82056.5,-100.0,-100.0
VikramTech07,Linkedin,469209.0,1797203.4769154044,17555.0,417.0,290799.0,-100.0,-100.0
KaranFitness07,Linkedin,3293000.0,2978600.0994837536,26556.0,3230.0,67449.0,-100.0,-100.0
ArjunVlogsVlogs,Instagram,1740000.0,4224300.0,42243.0,0.0,82056.5,386305400.0,386305400.0
TechBitArvind_official,Facebook,3500000.0,375300.0694571429,0.0,3753.0,235463.0,144284400.0,144284400.0
TanyaDance.xo,YouTube,1320000.0,7135300.556666666,65708.0,5645.0,270998.0,-100.0,-100.0
SNEHADANCEVLOGS ,Facebook,1520000.0,11481400.805921052,114814.0,0.0,82056.5,358319400.0,358319400.0
KaranFitness07,Tiktok,1487690.0,3593800.1148760826,35938.0,0.0,82056.5,434527900.0,434527900.0
RituFoodQueen,Youtube,0.0,inf,113726.0,5672.0,226127.0,448369200.0,448369200.0
DeepakMotivation.xo,Instagram,3293000.0,3963400.289310659,38141.0,1493.0,82056.5,-100.0,-100.0
MeeraBeautyDanceee,YouTube,0.0,inf,11701.0,5783.0,33139.0,103180700.0,103180700.0
RiyaMakeup07,Tiktok,0.0,inf,117706.0,0.0,320904.0,282040800.0,282040800.0
TanyaDanceVlogs,Facebook,0.0,inf,92869.0,5015.0,82056.5,55848100.0,55848100.0
SIDDHARTHTRAVELQUEEN ,Tiktok,0.0,inf,54013.0,4306.0,37804.0,231912400.0,231912400.0
RahulGamer_official,Instagram,1219475.0,85700.0,0.0,857.0,55310.0,301896800.0,301896800.0
TechBitArvindInsta,Tiktok,65000.0,1546502.773846154,15465.0,0.0,140062.0,84198100.0,84198100.0
SaraTravelDiaries,Facebook,3505000.0,2776000.1764051355,27411.0,349.0,202527.0,344214000.0,344214000.0
VikramTechQueen,Tiktok,740000.0,10339100.0,96966.0,6425.0,82056.5,247098800.0,247098800.0
DeepakMotivation07,YouTube,1614000.0,10032400.744299876,98164.0,2160.0,240440.0,-100.0,-100.0
RituFoodDanceee,Instagram,2880000.0,583500.187986111,0.0,5835.0,82056.5,228704000.0,228704000.0
PriyaVibesInsta,Instagram,4420000.0,7218700.120067873,69213.0,2974.0,173877.0,51033100.0,51033100.0
SaraTravelDiaries07,Instagram,3250000.0,2092700.4003384616,14520.0,6407.0,82056.5,243398200.0,243398200.0
NehaFoodie.xo,YouTube,2105000.0,9508400.576674584,95084.0,0.0,283446.0,-100.0,-100.0
FitAnkitDanceee,Youtube,3002742.0,1064500.014486759,6494.0,4151.0,288218.0,212412200.0,212412200.0
VikramTech_official,TikTok,4555832.0,2910500.2784123737,23673.0,5432.0,121963.0,147348700.0,147348700.0
GamerVikramVlogs,Tiktok,1013000.0,1239200.9347482724,11019.0,1373.0,138594.0,-100.0,-100.0
RIYAMAKEUP ,Facebook,4300000.0,11503600.281418605,113674.0,1362.0,82056.5,-100.0,-100.0
FitAnkitInsta,Instagram,3840000.0,9685200.042526042,94004.0,2848.0,331384.0,292153900.0,292153900.0
ShaliniFashion.xo,Instagram,1086000.0,5926800.717219153,58749.0,519.0,338213.0,310385000.0,310385000.0
AnanyaVlogsVlogs,Instagram,3336000.0,239400.42149280576,0.0,2394.0,82056.5,-100.0,-100.0
PRIYAVIBES  ,Instagram,4378000.0,399400.0,0.0,3994.0,82056.5,255708700.0,255708700.0
RohanFitness,Linkedin,4907860.0,11594200.0,111052.0,4890.0,82056.5,-100.0,-100.0
GamerVikram_official,Tiktok,4649410.0,1656500.3444092905,16565.0,0.0,82056.5,14955600.0,14955600.0
RiyaMakeup ,Linkedin,0.0,inf,94861.0,0.0,82056.5,339219000.0,339219000.0
PriyaVibesFitness,Instagram,3967348.0,5350800.0,52468.0,1040.0,82056.5,-100.0,-100.0
SnehaDance.xo,Instagram,4884000.0,248300.06957411955,0.0,2483.0,264893.0,-100.0,-100.0
DeepakMotivation07,Facebook,0.0,inf,0.0,5082.0,82056.5,73847400.0,73847400.0
TanyaDance_official,Facebook,1296006.0,2923500.0,29235.0,0.0,321175.0,435205900.0,435205900.0
GamerVikram.xo,YouTube,4417275.0,11799500.084056348,117304.0,691.0,82056.5,-100.0,-100.0
MansiBeauty.xo,Facebook,0.0,inf,33069.0,0.0,296254.0,-100.0,-100.0
KabirTechInsta,Instagram,3263000.0,10681500.56558382,102657.0,4158.0,229656.0,79356300.0,79356300.0
FitAnkit07,YouTube,2423894.0,13014800.0,123808.0,6340.0,82056.5,160571500.0,160571500.0
AMITCRICKETINSTA ,Linkedin,4158149.0,1309100.409220545,13091.0,0.0,100513.0,-100.0,-100.0
RajTravelVlogs,Youtube,3166000.0,5800900.297220468,53826.0,4183.0,47572.0,269713200.0,269713200.0
NehaFoodieInsta,YouTube,4377636.0,6650400.217583189,66504.0,0.0,83731.0,53431200.0,53431200.0
RajTravelFitness,Tiktok,0.0,inf,96164.0,3833.0,204598.0,331331300.0,331331300.0
ShaliniFashion_official,YouTube,4471532.0,746600.2135733346,4740.0,2726.0,178500.0,361025100.0,361025100.0
SaraTravelDiariesVlogs,YouTube,0.0,inf,0.0,0.0,291418.0,-100.0,-100.0
VIKRAMTECHQUEEN ,Youtube,1950000.0,4754900.76676923,44938.0,2611.0,13696.0,-100.0,-100.0
SHALINIFASHIONVLOGS ,Tiktok,3510000.0,490200.2643304843,0.0,4902.0,82056.5,436835400.0,436835400.0
GamerVikram.xo,Instagram,0.0,inf,70103.0,0.0,9756.0,392770100.0,392770100.0
MeeraBeautyInsta,Instagram,1880000.0,4800300.55287234,44510.0,3493.0,65238.0,375481900.0,375481900.0
MansiBeautyVlogs,Linkedin,0.0,inf,90094.0,5493.0,86029.0,-100.0,-100.0
SnehaDance ,Linkedin,0.0,inf,50619.0,1130.0,82056.5,-100.0,-100.0
AmitCricketVlogs,Youtube,0.0,inf,0.0,4058.0,82056.5,-100.0,-100.0
RohanFitness.xo,TikTok,0.0,inf,0.0,3347.0,277879.0,-100.0,-100.0
AmitCricketFitness,Facebook,1115562.0,11955800.061314387,114193.0,5365.0,134551.0,304170500.0,304170500.0
AnanyaVlogs.xo,TikTok,1513412.0,8837900.315314006,88379.0,0.0,216104.0,277096100.0,277096100.0
KabirTech.xo,Tiktok,0.0,inf,32345.0,198.0,146792.0,219898900.0,219898900.0
TechBitArvindVlogs,Instagram,0.0,inf,112228.0,291.0,102126.0,-100.0,-100.0
RahulGamer,Facebook,3817913.0,454300.4688687249,0.0,4543.0,16069.0,163563300.0,163563300.0
ArjunVlogsInsta,Instagram,0.0,inf,1923.0,4720.0,166347.0,-100.0,-100.0
RiyaMakeupInsta,Youtube,0.0,inf,103600.0,1769.0,82056.5,31747500.0,31747500.0
SnehaDanceQueen,Instagram,1367579.0,6066500.644862197,55446.0,5219.0,127512.0,401524000.0,401524000.0
RohanFitness,Instagram,3778000.0,7975200.427448385,79509.0,243.0,79778.0,47747600.0,47747600.0
TechBitArvindFitness,YouTube,4308000.0,9618400.141109563,96184.0,0.0,82056.5,27463700.0,27463700.0
TanyaDance_official,Facebook,5067140.0,181500.2770399081,0.0,1815.0,210462.0,169203200.0,169203200.0
MansiBeautyQueen,Instagram,1793000.0,5875500.807919688,54513.0,4242.0,65932.0,152383900.0,152383900.0
ShaliniFashionFitness,Instagram,3766630.0,9723600.022646235,95237.0,1999.0,82056.5,-100.0,-100.0
RiyaMakeup07,Tiktok,3388998.0,4076900.327973047,35028.0,5741.0,189176.0,356763000.0,356763000.0
KaranFitnessVlogs,Instagram,1633136.0,11422501.08153883,113143.0,1082.0,217389.0,19000000.0,19000000.0
GamerVikramVlogs,Youtube,0.0,inf,106241.0,6241.0,82056.5,7100600.0,7100600.0
RohanFitness.xo,Linkedin,4096000.0,523700.1865966797,0.0,5237.0,82056.5,178149100.0,178149100.0
KaranFitness,Tiktok,4264000.0,596300.2084662289,5963.0,0.0,150065.0,70517000.0,70517000.0
